ID Loja,Data,count
Shopping SP Market,2019-11-03,15
Palladium Shopping Curitiba,2019-07-16,15
Shopping Midway Mall,2019-07-06,15
Bourbon Shopping SP,2019-07-15,15
Shopping Midway Mall,2019-08-12,15
Iguatemi Esplanada,2019-01-02,15
Palladium Shopping Curitiba,2019-04-27,15
Center Shopping Uberlândia,2019-09-13,15
Bourbon Shopping SP,2019-03-22,15
Shopping União de Osasco,2019-05-15,15
Shopping Midway Mall,2019-10-08,15
Iguatemi Campinas,2019-11-17,15
Shopping Midway Mall,2019-10-28,15
Shopping Recife,2019-03-31,15
Shopping Recife,2019-04-13,15
Norte Shopping,2019-11-01,15
Norte Shopping,2019-10-25,15
Rio Mar Shopping Fortaleza,2019-09-23,15
Rio Mar Shopping Fortaleza,2019-10-26,15
Rio Mar Shopping Fortaleza,2019-11-20,15
Rio Mar Shopping Fortaleza,2019-11-15,15
Norte Shopping,2019-10-16,15
Norte Shopping,2019-10-13,15
Norte Shopping,2019-11-06,15
Shopping Vila Velha,2019-11-07,15
Shopping Vila Velha,2019-11-21,15
Palladium Shopping Curitiba,2019-05-17,15
Palladium Shopping Curitiba,2019-05-20,15
Palladium Shopping Curitiba,2019-06-08,15
Shopping Center Interlagos,2019-11-29,14
Shopping Center Interlagos,2019-11-23,14
Bourbon Shopping SP,2019-01-28,14
Bourbon Shopping SP,2019-01-08,14
Shopping União de Osasco,2019-01-21,14
Palladium Shopping Curitiba,2019-05-01,14
Shopping Vila Velha,2019-11-29,14
Shopping Ibirapuera,2019-03-18,14
Shopping Ibirapuera,2019-03-10,14
Salvador Shopping,2019-07-10,14
Salvador Shopping,2019-07-02,14
Shopping Morumbi,2019-01-28,14
Ribeirão Shopping,2019-05-29,14
Shopping Ibirapuera,2019-04-04,14
Shopping Ibirapuera,2019-04-17,14
Shopping Ibirapuera,2019-05-14,14
Center Shopping Uberlândia,2019-11-13,14
Shopping Center Leste Aricanduva,2019-01-20,14
Shopping Center Interlagos,2019-10-31,14
Shopping Center Interlagos,2019-10-28,14
Palladium Shopping Curitiba,2019-05-24,14
Bourbon Shopping SP,2019-03-29,14
Shopping SP Market,2019-10-19,14
Palladium Shopping Curitiba,2019-04-09,14
Palladium Shopping Curitiba,2019-05-31,14
Shopping Center Interlagos,2019-10-19,14
Rio Mar Shopping Fortaleza,2019-05-12,14
Shopping Iguatemi Fortaleza,2019-05-05,14
Shopping Iguatemi Fortaleza,2019-06-03,14
Novo Shopping Ribeirão Preto,2019-01-22,14
Iguatemi Esplanada,2019-04-14,14
Shopping Iguatemi Fortaleza,2019-06-09,14
Shopping Iguatemi Fortaleza,2019-06-06,14
Shopping Iguatemi Fortaleza,2019-06-24,14
Novo Shopping Ribeirão Preto,2019-02-22,14
Novo Shopping Ribeirão Preto,2019-06-22,14
Shopping Ibirapuera,2019-02-13,14
Salvador Shopping,2019-07-17,14
Salvador Shopping,2019-07-16,14
Salvador Shopping,2019-08-12,14
Palladium Shopping Curitiba,2019-02-21,14
Iguatemi Campinas,2019-04-14,14
Shopping União de Osasco,2019-02-11,14
Palladium Shopping Curitiba,2019-05-15,14
Shopping União de Osasco,2019-02-07,14
Salvador Shopping,2019-08-23,14
Bourbon Shopping SP,2019-06-16,14
Bourbon Shopping SP,2019-06-12,14
Salvador Shopping,2019-08-21,14
Salvador Shopping,2019-08-06,14
Center Shopping Uberlândia,2019-06-23,14
Center Shopping Uberlândia,2019-06-21,14
Center Shopping Uberlândia,2019-06-19,14
Novo Shopping Ribeirão Preto,2019-06-10,14
Ribeirão Shopping,2019-04-26,14
Ribeirão Shopping,2019-04-05,14
Shopping Center Leste Aricanduva,2019-03-18,14
Shopping Center Leste Aricanduva,2019-03-01,14
Shopping Vila Velha,2019-09-10,14
Shopping SP Market,2019-09-19,14
Iguatemi Campinas,2019-04-29,14
Shopping Center Leste Aricanduva,2019-01-28,14
Shopping Center Interlagos,2019-09-21,14
Ribeirão Shopping,2019-03-31,14
Center Shopping Uberlândia,2019-07-03,14
Ribeirão Shopping,2019-04-30,14
Norte Shopping,2019-07-24,14
Shopping Midway Mall,2019-10-30,14
Shopping Midway Mall,2019-11-30,14
Norte Shopping,2019-10-02,14
Salvador Shopping,2019-06-11,14
Center Shopping Uberlândia,2019-11-23,14
Shopping Ibirapuera,2019-02-03,14
Shopping Morumbi,2019-03-30,14
Ribeirão Shopping,2019-03-12,14
Center Shopping Uberlândia,2019-06-25,14
Center Shopping Uberlândia,2019-11-19,14
Center Shopping Uberlândia,2019-03-29,14
Iguatemi Campinas,2019-04-28,14
Palladium Shopping Curitiba,2019-07-26,14
Shopping Iguatemi Fortaleza,2019-07-14,14
Rio Mar Shopping Fortaleza,2019-01-29,14
Rio Mar Shopping Fortaleza,2019-05-16,14
Rio Mar Shopping Fortaleza,2019-05-14,14
Ribeirão Shopping,2019-08-10,14
Ribeirão Shopping,2019-08-03,14
Iguatemi Campinas,2019-10-13,14
Iguatemi Campinas,2019-09-28,14
Shopping Morumbi,2019-04-07,14
Ribeirão Shopping,2019-02-28,14
Shopping Vila Velha,2019-04-14,14
Palladium Shopping Curitiba,2019-08-04,14
Palladium Shopping Curitiba,2019-08-01,14
Shopping Center Interlagos,2019-08-07,14
Shopping Center Interlagos,2019-08-05,14
Rio Mar Shopping Fortaleza,2019-01-15,14
Center Shopping Uberlândia,2019-11-05,14
Rio Mar Shopping Fortaleza,2019-01-07,14
Shopping União de Osasco,2019-11-27,14
Salvador Shopping,2019-05-22,14
Salvador Shopping,2019-05-20,14
Salvador Shopping,2019-06-19,14
Shopping Midway Mall,2019-10-16,14
Shopping Midway Mall,2019-11-06,14
Shopping Center Leste Aricanduva,2019-05-03,14
Shopping Center Leste Aricanduva,2019-05-21,14
Shopping SP Market,2019-07-29,14
Shopping SP Market,2019-07-27,14
Norte Shopping,2019-04-03,14
Shopping SP Market,2019-08-08,14
Shopping SP Market,2019-09-09,14
Shopping SP Market,2019-08-29,14
Shopping Midway Mall,2019-11-05,14
Shopping União de Osasco,2019-07-27,14
Shopping União de Osasco,2019-07-25,14
Shopping União de Osasco,2019-04-28,14
Shopping Morumbi,2019-05-07,14
Shopping Eldorado,2019-11-10,14
Salvador Shopping,2019-11-18,14
Salvador Shopping,2019-11-11,14
Center Shopping Uberlândia,2019-04-02,14
Center Shopping Uberlândia,2019-03-30,14
Rio Mar Recife,2019-11-23,14
Palladium Shopping Curitiba,2019-08-15,14
Palladium Shopping Curitiba,2019-09-13,14
Palladium Shopping Curitiba,2019-09-28,14
Shopping Center Leste Aricanduva,2019-04-22,14
Shopping Morumbi,2019-04-27,14
Shopping Morumbi,2019-05-20,14
Shopping Morumbi,2019-05-16,14
Ribeirão Shopping,2019-01-26,14
Ribeirão Shopping,2019-01-23,14
Shopping Ibirapuera,2019-05-27,14
Shopping Ibirapuera,2019-05-19,14
Shopping Ibirapuera,2019-06-19,14
Salvador Shopping,2019-05-06,14
Salvador Shopping,2019-05-05,14
Rio Mar Recife,2019-10-31,14
Shopping Center Interlagos,2019-07-31,14
Shopping SP Market,2019-07-04,14
Bourbon Shopping SP,2019-04-20,14
Bourbon Shopping SP,2019-04-12,14
Bourbon Shopping SP,2019-04-09,14
Iguatemi Esplanada,2019-04-09,14
Iguatemi Campinas,2019-11-04,14
Shopping Eldorado,2019-10-06,14
Shopping Morumbi,2019-05-31,14
Iguatemi Esplanada,2019-07-29,14
Shopping Midway Mall,2019-10-25,14
Ribeirão Shopping,2019-09-06,14
Ribeirão Shopping,2019-10-05,14
Shopping Midway Mall,2019-10-09,14
Iguatemi Esplanada,2019-06-25,14
Iguatemi Esplanada,2019-06-24,14
Passei das Águas Shopping,2019-10-25,14
Ribeirão Shopping,2019-01-12,14
Ribeirão Shopping,2019-01-11,14
Novo Shopping Ribeirão Preto,2019-07-04,14
Bourbon Shopping SP,2019-09-24,14
Shopping Barra,2019-02-17,14
Shopping Vila Velha,2019-08-12,14
Iguatemi Esplanada,2019-08-12,14
Norte Shopping,2019-01-14,14
Norte Shopping,2019-01-11,14
Shopping Iguatemi Fortaleza,2019-04-01,14
Iguatemi Esplanada,2019-04-11,14
Rio Mar Shopping Fortaleza,2019-05-17,14
Shopping Morumbi,2019-06-20,14
Shopping Morumbi,2019-06-18,14
Bourbon Shopping SP,2019-06-02,14
Bourbon Shopping SP,2019-05-30,14
Shopping Morumbi,2019-07-24,14
Iguatemi Esplanada,2019-06-23,14
Shopping Ibirapuera,2019-06-16,14
Shopping Ibirapuera,2019-06-09,14
Novo Shopping Ribeirão Preto,2019-05-02,14
Iguatemi Esplanada,2019-03-05,14
Novo Shopping Ribeirão Preto,2019-03-06,14
Novo Shopping Ribeirão Preto,2019-03-03,14
Rio Mar Recife,2019-10-14,14
Palladium Shopping Curitiba,2019-01-14,14
Iguatemi Campinas,2019-03-12,14
Palladium Shopping Curitiba,2019-03-09,14
Novo Shopping Ribeirão Preto,2019-04-30,14
Novo Shopping Ribeirão Preto,2019-04-28,14
Shopping Eldorado,2019-08-12,14
Shopping Eldorado,2019-08-10,14
Passei das Águas Shopping,2019-11-19,14
Passei das Águas Shopping,2019-11-14,14
Passei das Águas Shopping,2019-10-09,14
Iguatemi Campinas,2019-02-25,14
Bourbon Shopping SP,2019-08-10,14
Norte Shopping,2019-04-19,14
Shopping Iguatemi Fortaleza,2019-08-26,14
Iguatemi Esplanada,2019-03-09,14
Center Shopping Uberlândia,2019-07-07,14
Passei das Águas Shopping,2019-09-12,14
Iguatemi Campinas,2019-09-15,14
Shopping Morumbi,2019-07-15,14
Shopping União de Osasco,2019-04-23,14
Shopping União de Osasco,2019-04-22,14
Iguatemi Esplanada,2019-01-03,14
Ribeirão Shopping,2019-09-09,14
Novo Shopping Ribeirão Preto,2019-04-16,14
Ribeirão Shopping,2019-10-07,14
Shopping Iguatemi Fortaleza,2019-10-07,14
Shopping SP Market,2019-06-30,14
Palladium Shopping Curitiba,2019-11-27,14
Shopping SP Market,2019-04-22,14
Palladium Shopping Curitiba,2019-02-13,14
Shopping Iguatemi Fortaleza,2019-09-30,14
Iguatemi Esplanada,2019-03-03,14
Shopping Midway Mall,2019-09-27,14
Norte Shopping,2019-09-26,14
Shopping Eldorado,2019-07-26,14
Shopping Barra,2019-03-15,14
Passei das Águas Shopping,2019-09-22,14
Center Shopping Uberlândia,2019-11-25,14
Norte Shopping,2019-10-18,14
Salvador Shopping,2019-03-31,14
Parque Dom Pedro Shopping,2019-01-10,14
Norte Shopping,2019-03-28,14
Norte Shopping,2019-03-24,14
Shopping Center Leste Aricanduva,2019-06-22,14
Rio Mar Shopping Fortaleza,2019-07-27,14
Rio Mar Shopping Fortaleza,2019-06-15,14
Rio Mar Shopping Fortaleza,2019-06-14,14
Shopping Midway Mall,2019-07-10,14
Shopping Midway Mall,2019-08-18,14
Shopping Barra,2019-03-29,14
Shopping Barra,2019-03-23,14
Shopping Barra,2019-04-15,14
Passei das Águas Shopping,2019-10-02,14
Passei das Águas Shopping,2019-09-07,14
Passei das Águas Shopping,2019-09-05,14
Passei das Águas Shopping,2019-09-02,14
Shopping Eldorado,2019-07-31,14
Center Shopping Uberlândia,2019-05-02,14
Rio Mar Recife,2019-09-20,14
Shopping Center Interlagos,2019-06-09,14
Iguatemi Campinas,2019-03-16,14
Shopping SP Market,2019-03-30,14
Shopping SP Market,2019-04-21,14
Parque Dom Pedro Shopping,2019-01-14,14
Center Shopping Uberlândia,2019-02-10,14
Shopping Eldorado,2019-07-19,14
Shopping Eldorado,2019-07-10,14
Iguatemi Campinas,2019-02-22,14
Shopping Morumbi,2019-08-31,14
Passei das Águas Shopping,2019-07-24,14
Shopping Ibirapuera,2019-07-21,14
Shopping Vila Velha,2019-01-17,14
Shopping Iguatemi Fortaleza,2019-10-30,14
Shopping Iguatemi Fortaleza,2019-11-06,14
Shopping Iguatemi Fortaleza,2019-02-18,14
Rio Mar Shopping Fortaleza,2019-07-06,14
Rio Mar Recife,2019-10-04,14
Rio Mar Recife,2019-09-27,14
Salvador Shopping,2019-03-23,14
Novo Shopping Ribeirão Preto,2019-08-08,14
Shopping Morumbi,2019-11-03,14
Passei das Águas Shopping,2019-07-30,14
Center Shopping Uberlândia,2019-02-20,14
Shopping Barra,2019-05-04,14
Norte Shopping,2019-06-18,14
Shopping Morumbi,2019-11-24,14
Salvador Shopping,2019-03-18,14
Salvador Shopping,2019-03-16,14
Shopping Midway Mall,2019-06-22,14
Ribeirão Shopping,2019-11-16,14
Rio Mar Recife,2019-08-10,14
Shopping Center Interlagos,2019-05-02,14
Shopping Center Leste Aricanduva,2019-07-06,14
Shopping União de Osasco,2019-02-18,14
Shopping SP Market,2019-02-15,14
Parque Dom Pedro Shopping,2019-02-01,14
Iguatemi Esplanada,2019-11-06,14
Norte Shopping,2019-05-07,14
Rio Mar Recife,2019-08-01,14
Shopping Iguatemi Fortaleza,2019-10-31,14
Parque Dom Pedro Shopping,2019-04-22,14
Iguatemi Esplanada,2019-04-29,14
Shopping Iguatemi Fortaleza,2019-02-02,14
Rio Mar Recife,2019-08-22,14
Rio Mar Recife,2019-07-17,14
Shopping Ibirapuera,2019-08-04,14
Iguatemi Esplanada,2019-05-12,14
Shopping Vila Velha,2019-04-30,14
Novo Shopping Ribeirão Preto,2019-08-10,14
Passei das Águas Shopping,2019-06-08,14
Passei das Águas Shopping,2019-07-02,14
Passei das Águas Shopping,2019-07-01,14
Passei das Águas Shopping,2019-06-26,14
Shopping Morumbi,2019-11-10,14
Shopping Vila Velha,2019-05-15,14
Shopping Vila Velha,2019-05-13,14
Shopping Barra,2019-05-30,14
Center Shopping Uberlândia,2019-09-27,14
Shopping SP Market,2019-01-10,14
Shopping União de Osasco,2019-08-28,14
Shopping Barra,2019-05-27,14
Shopping Barra,2019-05-25,14
Shopping Barra,2019-05-20,14
Shopping Eldorado,2019-06-30,14
Shopping Vila Velha,2019-08-18,14
Shopping Vila Velha,2019-08-15,14
Salvador Shopping,2019-02-15,14
Salvador Shopping,2019-03-03,14
Shopping Midway Mall,2019-07-03,14
Shopping Recife,2019-01-10,14
Shopping Recife,2019-01-23,14
Shopping Ibirapuera,2019-09-03,14
Shopping Ibirapuera,2019-08-30,14
Center Shopping Uberlândia,2019-03-25,14
Center Shopping Uberlândia,2019-03-23,14
Shopping Vila Velha,2019-07-27,14
Rio Mar Shopping Fortaleza,2019-08-18,14
Shopping Center Interlagos,2019-03-19,14
Parque Dom Pedro Shopping,2019-04-29,14
Shopping SP Market,2019-01-03,14
Shopping SP Market,2019-01-15,14
Shopping SP Market,2019-01-13,14
Novo Shopping Ribeirão Preto,2019-04-10,14
Passei das Águas Shopping,2019-06-13,14
Passei das Águas Shopping,2019-06-01,14
Shopping Recife,2019-02-07,14
Passei das Águas Shopping,2019-04-16,14
Passei das Águas Shopping,2019-04-15,14
Shopping Ibirapuera,2019-08-20,14
Shopping Ibirapuera,2019-09-12,14
Shopping Ibirapuera,2019-09-10,14
Shopping Recife,2019-11-28,14
Iguatemi Esplanada,2019-10-15,14
Shopping Iguatemi Fortaleza,2019-11-19,14
Shopping Vila Velha,2019-08-02,14
Shopping Midway Mall,2019-05-30,14
Shopping Midway Mall,2019-05-23,14
Shopping Barra,2019-06-30,14
Shopping União de Osasco,2019-04-07,14
Shopping União de Osasco,2019-04-03,14
Shopping Recife,2019-03-20,14
Passei das Águas Shopping,2019-03-20,14
Shopping Vila Velha,2019-10-20,14
Norte Shopping,2019-06-05,14
Norte Shopping,2019-06-03,14
Norte Shopping,2019-06-01,14
Shopping Midway Mall,2019-05-16,14
Shopping Midway Mall,2019-06-15,14
Shopping Midway Mall,2019-05-11,14
Shopping Midway Mall,2019-05-08,14
Shopping Vila Velha,2019-02-25,14
Shopping Vila Velha,2019-08-10,14
Shopping Iguatemi Fortaleza,2019-11-14,14
Shopping Iguatemi Fortaleza,2019-01-17,14
Center Shopping Uberlândia,2019-01-11,14
Iguatemi Esplanada,2019-10-09,14
Iguatemi Esplanada,2019-11-08,14
Shopping Center Leste Aricanduva,2019-09-26,14
Shopping Vila Velha,2019-06-06,14
Parque Dom Pedro Shopping,2019-04-21,14
Parque Dom Pedro Shopping,2019-05-19,14
Parque Dom Pedro Shopping,2019-05-18,14
Parque Dom Pedro Shopping,2019-05-16,14
Iguatemi Campinas,2019-06-10,14
Shopping Recife,2019-10-16,14
Parque Dom Pedro Shopping,2019-06-11,14
Bourbon Shopping SP,2019-03-04,14
Rio Mar Recife,2019-07-19,14
Novo Shopping Ribeirão Preto,2019-05-03,14
Shopping Barra,2019-08-03,14
Shopping Barra,2019-07-18,14
Shopping Vila Velha,2019-10-12,14
Shopping Eldorado,2019-03-08,14
Shopping Barra,2019-08-17,14
Center Shopping Uberlândia,2019-02-04,14
Shopping Eldorado,2019-03-18,14
Passei das Águas Shopping,2019-02-04,14
Parque Dom Pedro Shopping,2019-07-05,14
Center Shopping Uberlândia,2019-08-10,14
Shopping Center Leste Aricanduva,2019-10-06,14
Shopping Midway Mall,2019-01-07,14
Shopping Midway Mall,2019-01-04,14
Shopping Iguatemi Fortaleza,2019-01-24,14
Novo Shopping Ribeirão Preto,2019-01-09,14
Passei das Águas Shopping,2019-01-31,14
Shopping Eldorado,2019-03-12,14
Norte Shopping,2019-10-08,14
Rio Mar Recife,2019-04-07,14
Shopping Midway Mall,2019-03-25,14
Shopping Midway Mall,2019-04-16,14
Shopping Midway Mall,2019-04-14,14
Rio Mar Recife,2019-03-22,14
Norte Shopping,2019-05-27,14
Parque Dom Pedro Shopping,2019-07-24,14
Parque Dom Pedro Shopping,2019-07-11,14
Shopping Recife,2019-09-14,14
Shopping Recife,2019-10-08,14
Center Shopping Uberlândia,2019-10-03,14
Shopping Center Interlagos,2019-02-14,14
Shopping Center Leste Aricanduva,2019-09-21,14
Shopping Eldorado,2019-02-24,14
Shopping União de Osasco,2019-08-23,14
Shopping União de Osasco,2019-08-16,14
Parque Dom Pedro Shopping,2019-11-29,14
Passei das Águas Shopping,2019-01-23,14
Norte Shopping,2019-05-19,14
Shopping Eldorado,2019-02-07,14
Shopping Recife,2019-05-02,14
Novo Shopping Ribeirão Preto,2019-10-09,14
Passei das Águas Shopping,2019-01-11,14
Passei das Águas Shopping,2019-01-08,14
Shopping União de Osasco,2019-07-11,14
Shopping União de Osasco,2019-07-08,14
Rio Mar Shopping Fortaleza,2019-11-21,14
Rio Mar Shopping Fortaleza,2019-11-10,14
Salvador Shopping,2019-01-10,14
Rio Mar Shopping Fortaleza,2019-09-28,14
Rio Mar Shopping Fortaleza,2019-09-22,14
Rio Mar Shopping Fortaleza,2019-09-10,14
Rio Mar Shopping Fortaleza,2019-10-03,14
Rio Mar Recife,2019-07-11,14
Shopping União de Osasco,2019-05-28,14
Shopping União de Osasco,2019-05-27,14
Shopping Center Leste Aricanduva,2019-11-21,14
Shopping Recife,2019-08-07,14
Shopping Recife,2019-09-06,14
Bourbon Shopping SP,2019-10-11,14
Bourbon Shopping SP,2019-10-10,14
Shopping Recife,2019-07-22,14
Rio Mar Shopping Fortaleza,2019-10-11,14
Shopping Iguatemi Fortaleza,2019-01-10,14
Shopping Iguatemi Fortaleza,2019-01-07,14
Norte Shopping,2019-11-22,14
Rio Mar Recife,2019-06-23,14
Rio Mar Recife,2019-06-17,14
Iguatemi Esplanada,2019-03-14,14
Shopping Midway Mall,2019-02-19,14
Norte Shopping,2019-10-14,14
Iguatemi Esplanada,2019-05-22,14
Novo Shopping Ribeirão Preto,2019-03-28,14
Iguatemi Esplanada,2019-01-31,14
Iguatemi Esplanada,2019-02-27,14
Parque Dom Pedro Shopping,2019-10-28,14
Passei das Águas Shopping,2019-01-12,14
Parque Dom Pedro Shopping,2019-08-27,14
Parque Dom Pedro Shopping,2019-08-15,14
Shopping Center Interlagos,2019-01-13,14
Shopping Center Leste Aricanduva,2019-11-20,14
Shopping Center Leste Aricanduva,2019-11-12,14
Bourbon Shopping SP,2019-10-16,14
Bourbon Shopping SP,2019-10-13,14
Parque Dom Pedro Shopping,2019-10-24,14
Shopping Recife,2019-05-31,14
Parque Dom Pedro Shopping,2019-11-04,14
Shopping Barra,2019-10-07,14
Shopping Barra,2019-11-07,14
Shopping Barra,2019-11-01,14
Rio Mar Shopping Fortaleza,2019-10-20,14
Shopping Midway Mall,2019-02-06,14
Novo Shopping Ribeirão Preto,2019-04-15,14
Rio Mar Recife,2019-04-22,14
Bourbon Shopping SP,2019-10-07,14
Iguatemi Campinas,2019-07-22,14
Shopping Recife,2019-07-18,14
Shopping Recife,2019-07-09,14
Shopping Recife,2019-07-03,14
Parque Dom Pedro Shopping,2019-08-08,14
Norte Shopping,2019-06-09,14
Norte Shopping,2019-06-07,14
Shopping Barra,2019-09-25,14
Shopping Barra,2019-10-20,14
Shopping Recife,2019-06-21,14
Rio Mar Shopping Fortaleza,2019-11-22,14
Shopping Ibirapuera,2019-10-09,14
Rio Mar Recife,2019-04-01,14
Shopping Ibirapuera,2019-10-08,14
Shopping Barra,2019-11-16,14
Shopping União de Osasco,2019-11-03,14
Shopping Center Leste Aricanduva,2019-11-28,14
Parque Dom Pedro Shopping,2019-10-13,14
Shopping Vila Velha,2019-05-22,14
Parque Dom Pedro Shopping,2019-10-01,14
Parque Dom Pedro Shopping,2019-09-29,14
Shopping Ibirapuera,2019-10-26,14
Shopping Ibirapuera,2019-11-24,14
Bourbon Shopping SP,2019-04-07,14
Shopping SP Market,2019-11-15,14
Iguatemi Esplanada,2019-03-21,14
Shopping Vila Velha,2019-11-09,14
Shopping Center Leste Aricanduva,2019-01-04,14
Palladium Shopping Curitiba,2019-04-20,14
Palladium Shopping Curitiba,2019-04-19,14
Shopping Ibirapuera,2019-03-04,14
Palladium Shopping Curitiba,2019-04-12,14
Shopping Center Leste Aricanduva,2019-01-05,14
Novo Shopping Ribeirão Preto,2019-02-21,14
Rio Mar Shopping Fortaleza,2019-03-07,14
Iguatemi Esplanada,2019-04-19,14
Shopping Iguatemi Fortaleza,2019-06-12,14
Iguatemi Esplanada,2019-03-22,14
Shopping Center Leste Aricanduva,2019-01-02,13
Shopping Iguatemi Fortaleza,2019-05-25,13
Rio Mar Shopping Fortaleza,2019-04-02,13
Rio Mar Shopping Fortaleza,2019-02-13,13
Rio Mar Shopping Fortaleza,2019-02-22,13
Rio Mar Shopping Fortaleza,2019-03-06,13
Bourbon Shopping SP,2019-11-05,13
Shopping SP Market,2019-11-01,13
Palladium Shopping Curitiba,2019-04-01,13
Shopping Center Interlagos,2019-11-17,13
Shopping Center Interlagos,2019-11-05,13
Norte Shopping,2019-02-24,13
Palladium Shopping Curitiba,2019-06-01,13
Bourbon Shopping SP,2019-11-20,13
Shopping Center Leste Aricanduva,2019-02-07,13
Shopping Iguatemi Fortaleza,2019-07-18,13
Shopping Iguatemi Fortaleza,2019-07-17,13
Ribeirão Shopping,2019-07-25,13
Bourbon Shopping SP,2019-09-11,13
Bourbon Shopping SP,2019-09-04,13
Bourbon Shopping SP,2019-09-02,13
Norte Shopping,2019-08-12,13
Ribeirão Shopping,2019-06-14,13
Shopping Morumbi,2019-02-24,13
Parque Dom Pedro Shopping,2019-11-01,13
Iguatemi Campinas,2019-07-28,13
Shopping Barra,2019-11-03,13
Shopping Midway Mall,2019-03-03,13
Shopping Midway Mall,2019-02-26,13
Bourbon Shopping SP,2019-10-04,13
Iguatemi Esplanada,2019-10-04,13
Shopping Barra,2019-10-26,13
Shopping Recife,2019-07-14,13
Norte Shopping,2019-06-10,13
Iguatemi Esplanada,2019-02-26,13
Shopping Ibirapuera,2019-10-14,13
Rio Mar Shopping Fortaleza,2019-10-27,13
Rio Mar Shopping Fortaleza,2019-10-25,13
Rio Mar Recife,2019-05-22,13
Shopping Midway Mall,2019-03-14,13
Parque Dom Pedro Shopping,2019-08-04,13
Parque Dom Pedro Shopping,2019-08-26,13
Novo Shopping Ribeirão Preto,2019-11-02,13
Shopping Vila Velha,2019-05-30,13
Novo Shopping Ribeirão Preto,2019-10-28,13
Novo Shopping Ribeirão Preto,2019-10-20,13
Novo Shopping Ribeirão Preto,2019-11-21,13
Shopping Center Leste Aricanduva,2019-11-16,13
Shopping Center Leste Aricanduva,2019-11-10,13
Iguatemi Campinas,2019-06-28,13
Iguatemi Campinas,2019-06-27,13
Parque Dom Pedro Shopping,2019-10-19,13
Shopping União de Osasco,2019-03-22,13
Shopping União de Osasco,2019-03-15,13
Shopping União de Osasco,2019-03-11,13
Shopping União de Osasco,2019-03-10,13
Shopping Recife,2019-09-20,13
Shopping Center Leste Aricanduva,2019-11-06,13
Shopping Recife,2019-07-25,13
Rio Mar Shopping Fortaleza,2019-10-07,13
Shopping Ibirapuera,2019-11-14,13
Rio Mar Recife,2019-05-24,13
Iguatemi Esplanada,2019-03-10,13
Iguatemi Esplanada,2019-02-03,13
Parque Dom Pedro Shopping,2019-10-25,13
Shopping Recife,2019-05-25,13
Shopping Recife,2019-05-23,13
Shopping Recife,2019-06-11,13
Shopping Eldorado,2019-01-16,13
Shopping Eldorado,2019-02-15,13
Shopping Eldorado,2019-02-14,13
Shopping Recife,2019-06-14,13
Iguatemi Campinas,2019-07-17,13
Passei das Águas Shopping,2019-01-22,13
Shopping União de Osasco,2019-08-10,13
Shopping Barra,2019-10-04,13
Iguatemi Campinas,2019-01-12,13
Shopping Recife,2019-04-30,13
Novo Shopping Ribeirão Preto,2019-10-12,13
Novo Shopping Ribeirão Preto,2019-10-05,13
Novo Shopping Ribeirão Preto,2019-10-03,13
Shopping Eldorado,2019-02-06,13
Rio Mar Recife,2019-03-13,13
Rio Mar Shopping Fortaleza,2019-11-13,13
Rio Mar Shopping Fortaleza,2019-09-26,13
Rio Mar Shopping Fortaleza,2019-10-02,13
Shopping Center Leste Aricanduva,2019-10-28,13
Shopping Recife,2019-09-07,13
Shopping Midway Mall,2019-04-17,13
Rio Mar Recife,2019-03-25,13
Rio Mar Recife,2019-03-24,13
Rio Mar Recife,2019-03-16,13
Norte Shopping,2019-05-23,13
Shopping Center Interlagos,2019-01-24,13
Shopping Recife,2019-10-06,13
Novo Shopping Ribeirão Preto,2019-11-06,13
Center Shopping Uberlândia,2019-10-05,13
Center Shopping Uberlândia,2019-01-15,13
Shopping Center Interlagos,2019-02-11,13
Shopping Center Interlagos,2019-03-04,13
Shopping Eldorado,2019-02-23,13
Shopping Eldorado,2019-02-21,13
Shopping União de Osasco,2019-08-13,13
Iguatemi Campinas,2019-07-18,13
Shopping Barra,2019-09-13,13
Bourbon Shopping SP,2019-02-18,13
Center Shopping Uberlândia,2019-07-25,13
Novo Shopping Ribeirão Preto,2019-11-16,13
Shopping Center Leste Aricanduva,2019-10-08,13
Shopping União de Osasco,2019-05-20,13
Shopping Midway Mall,2019-01-10,13
Shopping Midway Mall,2019-01-20,13
Shopping Iguatemi Fortaleza,2019-01-27,13
Shopping Iguatemi Fortaleza,2019-01-20,13
Novo Shopping Ribeirão Preto,2019-01-12,13
Bourbon Shopping SP,2019-03-05,13
Center Shopping Uberlândia,2019-07-21,13
Passei das Águas Shopping,2019-02-14,13
Norte Shopping,2019-10-09,13
Norte Shopping,2019-10-06,13
Shopping Vila Velha,2019-10-15,13
Shopping Vila Velha,2019-10-11,13
Shopping Recife,2019-03-04,13
Shopping Recife,2019-02-27,13
Bourbon Shopping SP,2019-02-07,13
Passei das Águas Shopping,2019-03-25,13
Shopping Eldorado,2019-04-06,13
Shopping Eldorado,2019-03-28,13
Shopping Eldorado,2019-04-24,13
Iguatemi Esplanada,2019-09-18,13
Shopping Recife,2019-03-16,13
Shopping Recife,2019-04-04,13
Passei das Águas Shopping,2019-02-09,13
Norte Shopping,2019-06-25,13
Shopping Eldorado,2019-03-19,13
Shopping Barra,2019-08-25,13
Norte Shopping,2019-04-26,13
Shopping Recife,2019-11-09,13
